Feature,Duration,ATE,Type
High Gain Antenna elevation(Deg),145,0.0,IBS_N
Radial Distance from Sun(AU),150,-1.2214169611729515,IBS_N
Electronic Box Temperature(DegC),150,0.3703286498326476,IBS_N
Solar Wind Analyser temperature(DegC),150,0.0,IBS_N
Out Board Sensor Temperature(Deg C),150,-0.476007810287636,IBS_N
In Board Sensor Temperature(Deg C),150,0.5869373648824956,IBS_N
Out Board Sensor minus In Board Sensor Temp.(DegC),150,0.0,IBS_N
Heater Dutycycle,150,0.0054630457012646,IBS_N
Search Coil Magnetometer's Temperature(Deg C),150,0.4631410673501731,IBS_N
Solar Array's Angle(Deg),150,0.0,IBS_N
High Gain Antenna Azimuth(Deg),150,0.0,IBS_N
High Gain Antenna elevation(Deg),150,0.0,IBS_N
Radial Distance from Sun(AU),155,-1.2028903221286962,IBS_N
Electronic Box Temperature(DegC),155,0.2994419211812608,IBS_N
Solar Wind Analyser temperature(DegC),155,0.0,IBS_N
Out Board Sensor Temperature(Deg C),155,-0.8660923827365815,IBS_N
In Board Sensor Temperature(Deg C),155,0.9911446148257964,IBS_N
Out Board Sensor minus In Board Sensor Temp.(DegC),155,0.0,IBS_N
Heater Dutycycle,155,0.0016352889611213,IBS_N
Search Coil Magnetometer's Temperature(Deg C),155,0.2590997057745344,IBS_N
Solar Array's Angle(Deg),155,0.0,IBS_N
High Gain Antenna Azimuth(Deg),155,0.0,IBS_N
High Gain Antenna elevation(Deg),155,0.0,IBS_N
Radial Distance from Sun(AU),160,-1.185701957802504,IBS_N
Electronic Box Temperature(DegC),160,0.1226289578626254,IBS_N
Solar Wind Analyser temperature(DegC),160,0.0,IBS_N
Out Board Sensor Temperature(Deg C),160,-1.1075972772504743,IBS_N
In Board Sensor Temperature(Deg C),160,0.5603069169666698,IBS_N
Out Board Sensor minus In Board Sensor Temp.(DegC),160,0.0,IBS_N
Heater Dutycycle,160,0.0036236402534805,IBS_N
Search Coil Magnetometer's Temperature(Deg C),160,0.4219358176801662,IBS_N
Solar Array's Angle(Deg),160,0.0,IBS_N
High Gain Antenna Azimuth(Deg),160,0.0,IBS_N
High Gain Antenna elevation(Deg),160,0.0,IBS_N
Radial Distance from Sun(AU),165,-1.2476263597857278,IBS_N
Electronic Box Temperature(DegC),165,0.2989854603887488,IBS_N
Solar Wind Analyser temperature(DegC),165,0.0,IBS_N
Out Board Sensor Temperature(Deg C),165,-0.5844033616743144,IBS_N
In Board Sensor Temperature(Deg C),165,0.6633415311729207,IBS_N
Out Board Sensor minus In Board Sensor Temp.(DegC),165,0.0,IBS_N
Heater Dutycycle,165,-0.0028882384165714,IBS_N
Search Coil Magnetometer's Temperature(Deg C),165,0.5593875800321585,IBS_N
Solar Array's Angle(Deg),165,0.0,IBS_N
High Gain Antenna Azimuth(Deg),165,0.0,IBS_N
High Gain Antenna elevation(Deg),165,0.0,IBS_N
Radial Distance from Sun(AU),170,-1.256063572869823,IBS_N
Electronic Box Temperature(DegC),170,-0.1610783828786952,IBS_N
Solar Wind Analyser temperature(DegC),170,0.0,IBS_N
Out Board Sensor Temperature(Deg C),170,-1.0097486169959045,IBS_N
In Board Sensor Temperature(Deg C),170,0.4540647765829323,IBS_N
Out Board Sensor minus In Board Sensor Temp.(DegC),170,0.0,IBS_N
Heater Dutycycle,170,0.0052278335983889,IBS_N
Search Coil Magnetometer's Temperature(Deg C),170,0.9390714162180416,IBS_N
Solar Array's Angle(Deg),170,0.0,IBS_N
High Gain Antenna Azimuth(Deg),170,0.0,IBS_N
High Gain Antenna elevation(Deg),170,0.0,IBS_N
Radial Distance from Sun(AU),175,-1.3411186826132808,IBS_N
Electronic Box Temperature(DegC),175,0.1902320094270108,IBS_N
Solar Wind Analyser temperature(DegC),175,0.0,IBS_N
Out Board Sensor Temperature(Deg C),175,-0.9455007507773072,IBS_N
In Board Sensor Temperature(Deg C),175,0.6788257144324916,IBS_N
Out Board Sensor minus In Board Sensor Temp.(DegC),175,0.0,IBS_N
Heater Dutycycle,175,-0.0035722135613155,IBS_N
Search Coil Magnetometer's Temperature(Deg C),175,0.8120293339959694,IBS_N
Solar Array's Angle(Deg),175,0.0,IBS_N
High Gain Antenna Azimuth(Deg),175,0.0,IBS_N
High Gain Antenna elevation(Deg),175,0.0,IBS_N
Radial Distance from Sun(AU),180,-1.387000131042748,IBS_N
Electronic Box Temperature(DegC),180,0.132817188680179,IBS_N
Solar Wind Analyser temperature(DegC),180,0.0,IBS_N
Out Board Sensor Temperature(Deg C),180,-0.5498408696416515,IBS_N
In Board Sensor Temperature(Deg C),180,0.5009331212325581,IBS_N
Out Board Sensor minus In Board Sensor Temp.(DegC),180,0.0,IBS_N
Heater Dutycycle,180,-5.262324379762382e-05,IBS_N
Search Coil Magnetometer's Temperature(Deg C),180,0.9203694180493096,IBS_N
Solar Array's Angle(Deg),180,0.0,IBS_N
High Gain Antenna Azimuth(Deg),180,0.0,IBS_N
High Gain Antenna elevation(Deg),180,0.0,IBS_N
Radial Distance from Sun(AU),5,-0.360238327500698,IBS_R
Electronic Box Temperature(DegC),5,-0.1830710336518283,IBS_R
Solar Wind Analyser temperature(DegC),5,0.0,IBS_R
Out Board Sensor Temperature(Deg C),5,-0.9352803538952246,IBS_R
In Board Sensor Temperature(Deg C),5,-0.0480900314360703,IBS_R
Out Board Sensor minus In Board Sensor Temp.(DegC),5,0.0,IBS_R
Heater Dutycycle,5,-0.0652542112503034,IBS_R
Search Coil Magnetometer's Temperature(Deg C),5,-1.1534746188183151,IBS_R
Solar Array's Angle(Deg),5,0.0,IBS_R
High Gain Antenna Azimuth(Deg),5,0.0,IBS_R
High Gain Antenna elevation(Deg),5,0.0,IBS_R
Radial Distance from Sun(AU),10,-0.9530195500815896,IBS_R
Electronic Box Temperature(DegC),10,-0.2408059694240655,IBS_R
Solar Wind Analyser temperature(DegC),10,0.0,IBS_R
Out Board Sensor Temperature(Deg C),10,0.2482238692843887,IBS_R
In Board Sensor Temperature(Deg C),10,-0.0628003025686689,IBS_R
Out Board Sensor minus In Board Sensor Temp.(DegC),10,0.0,IBS_R
Heater Dutycycle,10,-0.0515956869151665,IBS_R
Search Coil Magnetometer's Temperature(Deg C),10,-0.56532659107675,IBS_R
Solar Array's Angle(Deg),10,0.0,IBS_R
High Gain Antenna Azimuth(Deg),10,0.0,IBS_R
High Gain Antenna elevation(Deg),10,0.0,IBS_R
Radial Distance from Sun(AU),15,-0.9252490273066144,IBS_R
Electronic Box Temperature(DegC),15,-0.1617424534744069,IBS_R
Solar Wind Analyser temperature(DegC),15,0.0,IBS_R
Out Board Sensor Temperature(Deg C),15,0.5219748644110603,IBS_R
In Board Sensor Temperature(Deg C),15,-0.5390449492617876,IBS_R
Out Board Sensor minus In Board Sensor Temp.(DegC),15,0.0,IBS_R
Heater Dutycycle,15,-0.0505703668851576,IBS_R
Search Coil Magnetometer's Temperature(Deg C),15,0.4473219407069241,IBS_R
Solar Array's Angle(Deg),15,0.0,IBS_R
